Likes,Name,,Meaning
2,Aquire,•,Cover
6,Aragam,•,Assisting; Helpful
29,Aranab,•,Ocean
49,Aranav,•,Vast
5,Aranis,•,Add Meaning
7,Aranya,•,A Forest; Foreign Land; Desert
3,Arasan,•,King
15,Aravan,•,Righteous
1,Aravas,•,Add Meaning
3,Arbaaz,•,Eagle
2,Arbuda,•,Tumour; Mountain; Foetus
1,Arbudi,•,Born of a Tumour
5,Archak,•,Worshipper
25,Archan,•,Worship
1,Archen,•,Add Meaning
4,Archer,•,Bowman; An English Surname; The Archer; Noteworthy and Valorous
49,Archit,•,Worshipped
1,Arcika,•,One who Prays
2,Arcita,•,Worshipped
4,Ardana,•,Add Meaning
14,Arghya,•,Components of Puja; Worship; Offering to the Lord
69,Arhaan,•,King; Winner
1,Arhana,•,Add Meaning
43,Arhant,•,Destroyer of Enemies
1,Aridam,•,Destroyer of Foes
14,Arihan,•,One who Kills Enemies
51,Arijit,•,Conquering Enemies; Son of Krishna and Subhadra
7,Arinan,•,Intellectual
1,Arista,•,Never Destroy
30,Aritra,•,Joy; One who Shows the Right Path; Navigator
4,Arjana,•,Obtaining; The Earning or Acquiring or Acqusition
3,Arjava,•,Upright; Sincere
2,Arjita,•,Acquired; Gained
9,Arjuna,•,White; Chivalrous
4,Arjuni,•,Son of Arjuna; Name for Abhimanyu
4,Arkaan,•,Principles
4,Arkaja,•,Born of the Sun
3,Arkasa,•,Illuminated by the Sun
9,Arkash,•,To Enlighten; Lighten Up
6,Arkesh,•,Sun
88,Armaan,•,Wish; Longing; Soldier; Famous Bearer; Desire
9,Arnava,•,Ocean; Stream; Wave
7,Arnavi,•,Heart as Big as Ocean
26,Arnesh,•,Lord of the Sea
9,Arnish,•,Lord of the Seas
3,Arnold,•,Eagle Power; Powerful as an Eagle
6,Arohan,•,To Rise
9,Arokya,•,Very Pious
41,Arrush,•,Ray of Sun
38,Arshad,•,Pious; Honest; Obedient; Head of a Group; The Marcasite Stone; Heavenly; Better Guided
6,Arshak,•,Powerful
36,Arshan,•,Righteous
5,Arshia,•,Throne
12,Arshit,•,A King
12,Arshya,•,Righteous
17,Arthav,•,Meaningful
8,Arthic,•,Perfect and Love
15,Arthin,•,Ramadhutha
4,Arthit,•,One who was Praying for
9,Arthur,•,Noble; Bear; Rock; Noble Strength; Stone
9,Arudra,•,Not Cruel; Soft; Gentle
2,Arujas,•,Free from Disease
5,Arumai,•,Precious; Unique
3,Arunah,•,Reddish Like Flame
10,Arunan,•,Sun
0,Arunsu,•,Add Meaning
4,Arusha,•,Calm; Bright; The Sun
2,Arvana,•,Add Meaning
59,Arvind,•,Lotus; Snake
5,Arvish,•,Daring; Freedom-loving
7,Arvuda,•,Add Meaning
5,Aryaan,•,Add Meaning
2,Aryaka,•,The Noble; The Truthful
5,Aryaki,•,Respected; Honoured
11,Aryama,•,The Sun
2,Aryasb,•,Possessor of Ary an Horses
22,Aryash,•,Brilliant
2,Aryika,•,Add Meaning
2,Asadel,•,Successful; Most Prosperous One
2,Asadha,•,The Hottest Month in the Indian Calender
6,Asanga,•,Devotion; Of Loving Nature
0,Asanis,•,Add Meaning
1,Asanka,•,Without Doubt; Fearless
9,Asankh,•,Countless
1,Asaram,•,Hopeful
2,Aseema,•,No Limit
2,Ashaan,•,Pride
12,Ashank,•,Faith
9,Asheem,•,Boundless
17,Ashesh,•,Benediction
6,Ashfaq,•,Noble Prince; Kindness; Compassion
80,Ashish,•,Benediction; Blessings
6,Ashita,•,River Yamuna
5,Ashkan,•,Name of the 3rd Dynasty of Persian Kings
6,Ashlek,•,Powerful
4,Ashley,•,Meadow of Ash Trees; Ash Tree Meadow
24,Ashman,•,Son of the Sun
9,Ashmik,•,I am
28,Ashmit,•,Pride
5,Ashnia,•,Flower of Sea
8,Ashoka,•,Without Grief
9,Ashraf,•,Cultured; Without Grief; More Honourable
25,Ashray,•,Shelter
4,Ashrey,•,Shelter
14,Ashrit,•,Helping Nature; Lord Vishnu
3,Ashrut,•,Add Meaning
2,Ashumu,•,Sweet Face
27,Ashvik,•,Santhoshi Mata; Mare
39,Ashvin,•,A Cavalier
1,Ashwal,•,Bear
6,Ashwas,•,Consolation
14,Ashwat,•,Genration Tree
5,Ashwik,•,Super
115,Ashwin,•,King of King; Spear Friend; A Star; Win; Trust; Star; A Hindu Calendar Month; A Hero; A Cavalier
2,Asiman,•,Add Meaning
2,Asjita,•,Bearing Victory
2,Asketa,•,Master of will; Master of the House
1,Askhar,•,Alphabet
1,Askran,•,Attacking Enemies
3,Aslesa,•,Embrace; A Constellation of Stars
9,Aslesh,•,Embrace
1,Asmaka,•,Add Meaning
4,Asmita,•,Strong as a Rock; Tough
4,Asmund,•,God is the Protector; Existing; Shining
3,Asokan,•,Name of a King
2,Asrani,•,Add Meaning
4,Asrava,•,Obedient
1,Asrita,•,Add Meaning
2,Asruta,•,Heard
4,Asseem,•,Boundless
1,Astaka,•,With Eight Parts
5,Asthik,•,One who Believes in God
4,Astika,•,One who Believes in God
34,Asuman,•,Lord of Vital Breaths; Lord Krishna
3,Asumat,•,Mentally Agile
1,Asvala,•,One who Brings Horses
1,Asvini,•,Of Great Wealth; Swift
0,Aswani,•,God
21,Aswath,•,Tree of Knowledge; This is the Tree Where Buddha did Meditate and Gained Lot of Knowledge
2,Aswini,•,Name of a Star
1,Atalas,•,Bottomless; Depth cannot be Gauged; Lord Shiva
3,Atapin,•,Radiating Heat
3,Atchut,•,Great Person
2,Ateeth,•,Inconceiveable to Sense Organs; God
122,Atharv,•,Name of Lord Ganesha
11,Athiya,•,Lord Ganesh; To Surpass
12,Athrva,•,Name of a Veda
28,Atiksh,•,Wise
21,Atithi,•,Guest
2,Atkila,•,Fixed
7,Atmaja,•,Son
2,Atmaya,•,Add Meaning
3,Atmika,•,Light of God
0,Atmiya,•,Close Friend
2,Atmoja,•,Add Meaning
10,Atraiu,•,Great Warrior
17,Atreya,•,Receptacle of Glory
2,Atreyu,•,Great Warrior
2,Attana,•,Add Meaning
2,Atulit,•,Incomparable
18,Atulya,•,Incomparable; Matchless; Unweighable
3,Atwood,•,Lives in the Forest; Place Name; The Wood; Forest Dweller
6,Aubrey,•,Bearlike; Elf Ruler; Ruler of the Elves
19,Audvik,•,Light of Lord Shiva which Never Diminishes
4,August,•,Venerable; August; Holy; Form of Augustus; Revered; Exalted; Worthy of Respect; Dignified; Month of the Sun; Summer; One of the Months in the Twele Months
4,Aurang,•,A Throne; Wisdom; Understanding; Beauty; Watercolour
3,Aurasa,•,Produced by Oneself
3,Ausija,•,Renowned; Bright as the Dawn
6,Austin,•,Great; Magnificent; Variant of Augustine; Venerable; Majestic; Dignity; Worthy of Respect; Helpful
1,Avadha,•,Invulnerable
3,Avahul,•,Add Meaning
11,Avalok,•,One who Beholds
4,Avalur,•,Add Meaning
3,Avanda,•,Add Meaning
3,Avanti,•,Ancient City (Now Ujjain)
1,Avarna,•,Colorless
14,Avasyu,•,Lord Indra
21,Avatar,•,Incarnation
8,Avdhut,•,God Dutta
3,Aveesh,•,Add Meaning
26,Avijit,•,Invincible
2,Avijna,•,Ignorant
28,Avikam,•,Diamond
1,Avinan,•,Soul
9,Avinav,•,New Aire
5,Avinay,•,Calmless
1,Avinna,•,Add Meaning
2,Avipsa,•,Add Meaning
24,Aviraj,•,King of King; Advancement of King; One who Not Sitting or Resting
25,Aviral,•,Continuous; Ongoing
12,Avirat,•,Continuous
0,Aviyan,•,Waht
18,Avkash,•,Limitless Space
43,Avneet,•,Modest
18,Avnesh,•,Lord Ganesh
9,Avniel,•,God is My Strength
0,Avnish,•,Always Happy
3,Avrita,•,Surrounding All
7,Avyaya,•,Immutable; Inexhaustible; Without Deterioration
70,Avyukt,•,Crystal Clear; Lord Krishna
75,Ayansh,•,The First Ray of Light; Part of Parents; Gift of God
3,Ayarko,•,God Kannan; King of Shepherds
2,Ayasya,•,Add Meaning
2,Ayudha,•,Does Not Fight; Peace Loving
7,Ayusha,•,Life
9,Ayushi,•,Long Life
4,Ayyavu,•,Add Meaning
7,Azhaar,•,Flowers; Blossoms; Plural of Zahra
5,Azhagu,•,Handsome
4,Azmath,•,Add Meaning
2,Azzaam,•,Determined; Resolved
26,Aabhass,•,Awareness
57,Aabheer,•,A Cow-herd
54,Aachman,•,Intake of a Sip of Water Before a Yagya or Puja
98,Aadarsh,•,Ideal
16,Aadavan,•,Sun
33,Aaddhar,•,Foundation
13,Aadhesh,•,Sun
53,Aadhira,•,Moon
6,Aadhish,•,King
57,Aadidev,•,The First God
2,Aadijay,•,The First Victory
4,Aadipta,•,Bright
27,Aaditey,•,Son of Aditi
6,Aaditva,•,The Sun
120,Aaditya,•,Sun
12,Aadrita,•,Lots of Love Gathering
12,Aadroop,•,Embodiment of the Beginning-less
4,Aadruta,•,Respected Person
21,Aafreen,•,Encouragement; Sun
2,Aagarna,•,Music Aptitude
0,Aaghosh,•,A Polite Asking
23,Aagneya,•,Son of Agni; Son of the Fire
0,Aagraha,•,Force
15,Aahlaad,•,Delight
23,Aakaash,•,Sky
25,Aakarsh,•,Beauty; Attraction
7,Aakriti,•,Shape
28,Aakshat,•,Unharmed
4,Aalambi,•,Continuer
6,Aaliyah,•,Sunshine; Bright
15,Aamirah,•,Inhabitant
6,Aananda,•,Happiness
4,Aanchal,•,Shelter
46,Aaradhy,•,Adorable
4,Aaranay,•,Forest
15,Aarhant,•,Protector from Enemies
7,Aariket,•,God Ganesh
3,Aaritra,•,Navigator
6,Aarogya,•,Health
2,Aarshin,•,Pious
7,Aarunya,•,Sunshine
7,Aarushi,•,First Ray of the Sun
18,Aaryash,•,Briliant
6,Aaryesh,•,The King of Arya
24,Aashank,•,Faith
58,Aashish,•,Blessings
24,Aashman,•,Son of the Sun
4,Aashray,•,Dependable
13,Aashrit,•,Lord Vishnu
3,Aatbodh,•,Son Lord Brahma; Vishnu
66,Aatherv,•,First Veda
11,Aathesh,•,Lord Ganesh and King
4,Aathmik,•,Soul
5,Aathrav,•,Lord Ganesha
18,Aatreya,•,Name of a Sage
8,Aavansh,•,Forthcoming Generation
12,Aayakar,•,Obedient
44,Aayansh,•,Sun
3,Aayoush,•,Handsome
6,Aayuman,•,Longevity of Mind; Ever-young Mind; Persian; Ability to See in the Dark
2,Aazvaar,•,Add Meaning
11,Abadhya,•,Always Victorious; Unopposed
4,Abayomi,•,Born to Bring Me Joy; From Yoruba; Pleasant Meeting; Brings Joy
11,Abbudin,•,Worshippers
0,Abdieso,•,Add Meaning
8,Abeesht,•,Wanted; Desired
0,Abhanja,•,Add Meaning
12,Abharan,•,Jewel
2,Abhatha,•,Add Meaning
2,Abhayad,•,Safety
11,Abhayan,•,Without Fear; Fearless
4,Abhayda,•,Add Meaning
3,Abheenu,•,Add Meaning
2,Abheest,•,Wanted; Desired
4,Abhejay,•,Victory
3,Abhibhu,•,To Overcome; Conquer
2,Abhidha,•,Name; Word; Sound
3,Abhidyu,•,Heavenly; Bright
2,Abhigam,•,Perception
2,Abhijan,•,Knowledgeable Person
11,Abhijat,•,Noble; Wise
29,Abhijay,•,Victor
3,Abhijin,•,The Most Auspicious Moment
50,Abhijit,•,One who is Victorious
6,Abhijun,•,Expert; Skilled
9,Abhiman,•,Pride
175,Abhinav,•,Innovative; Creative; New; Nice Person; Quite New; Novel; Young
25,Abhinay,•,Expression
11,Abhinit,•,Acted; Actor; Completed Successfully
7,Abhinna,•,Lucky Man
2,Abhipal,•,Protector
1,Abhipsa,•,To Know about God
39,Abhiraj,•,Fearless King
15,Abhiram,•,Lovely; Pleasing
9,Abhiruc,•,The Sun
26,Abhirup,•,Pleasant Look; Pleasing
6,Abhirut,•,Add Meaning
11,Abhisar,•,Companion
8,Abhisek,•,Ritual or Installed as a King; Bathing of God
3,Abhisha,•,Sky
6,Abhisri,•,To Spread Brightness
3,Abhlesh,•,Add Meaning
0,Abhramu,•,Add Meaning
2,Abhyudh,•,Good Learner
2,Abigail,•,Father's Joy
7,Abijeet,•,Winner
6,Abijith,•,Fearless
3,Abilash,•,Wish; Desire
12,Abinash,•,Indestructible
2,Abinaya,•,The Royal Guard
4,Abinesh,•,Eternal; Immortal
3,Abinish,•,Hope
5,Abisali,•,Warrior in Islam
18,Abishek,•,Ritual
0,Abnaasi,•,Invincible; Immortal
11,Abraham,•,Faultless; Father of a Multitude and Many Nations
1,Absalom,•,God the Father of Peace
9,AbuBakr,•,The Companion of Prophet Mohammed
2,Acchoda,•,Limpid Water; With Clear Water
1,Achanda,•,Not of the Hot Temper; Without Anger; Gentle
7,Acharaj,•,Wondrous Being
14,Acharya,•,Teacher; Another Name for Drona
8,Achinta,•,Lord Shiva; Vishnu
0,Achudan,•,Lord Krishna
12,Achyuta,•,Indestructible
6,Achyuth,•,Lord Vishnu; Imperishable; Indestructible
1,Acintya,•,Surpassing Thought; Incogitable
8,Adabjot,•,Light of Respect
0,Adaleru,•,Brave
2,Adambha,•,Without Deceit; Unpretentious
2,Addison,•,Son of the Red Earth; In the Bible God Created Adam-the First Man-out of the Red Earth and Breathed Life into Him; Child of Adam; Son of Adam
1,Adelika,•,Approaching the Target; Full of Concentration
4,Adharma,•,Breach of Duty; Irreligion
4,Adharsh,•,Inspiration
3,Adharva,•,Beautiful; Veda
6,Adhavan,•,Brilliant; Man of World; Sun
0,Adhbuth,•,Miracle
6,Adheash,•,Ruler; Chief
2,Adheera,•,Impatient
26,Adheesh,•,King; Ruler
4,Adhesht,•,Highest; Kingdom; Bigger
1,Adhikar,•,Power; Rights
41,Adhiraj,•,King
6,Adhrsya,•,Unassailable; Invincible; Proud
4,Adhunik,•,Latest; Modern
6,Adhvait,•,Unique
2,Adhvara,•,Not Causing an Injury; A Sacrifice
5,Adhyaya,•,Chapter
2,Adideva,•,The Primeval God
3,Adidhar,•,Base for Something
3,Adikara,•,The First Creator; Lord Brahma
6,Adikavi,•,First Poet
1,Adimula,•,The Primal Root
22,Adinath,•,The First Lord; Lord Siva; Lord Vishnu; Lord Rishabhdev
1,Adindra,•,Supreme God
2,Adiraja,•,The First King
5,Adisesh,•,Lord Vishnu
6,Adisura,•,Lord Vishnu
8,Aditaya,•,The Sun
10,Aditeya,•,Another Name for the Sun
3,Adithan,•,Leader
20,Adithya,•,Another Name of Sun; God; Son of Adithi
9,Aditiya,•,Sun
11,Aditpal,•,Protector of the Sun
2,Adivaki,•,The First Seer; Lord Brahma
4,Adraksh,•,Lightning
12,Adrisht,•,Formless Being
2,Adusita,•,Unspotted; Irreprochable
11,Advaita,•,Focused
19,Advaith,•,Non-duality
3,Advaiya,•,Unique
6,Advitya,•,Synonym of Sun or One which has No End
5,Adwaita,•,Non-duality
14,Adwaith,•,One who Know Spiritual Knowledge
4,Agamani,•,Gem; Gemstone
13,Agambir,•,Brave as God
9,Agamiya,•,The Karma we Perform in this Birth
11,Agamjit,•,Victory of God
36,Agamjot,•,God's Light
10,Agampal,•,God as Protector
1,Aganith,•,Countless
8,Agantuk,•,Guest
45,Agastya,•,Name of a Sage
4,Agavaha,•,Borne by Mountain
2,Agavoli,•,Intelligent
13,Agendra,•,King of Mountains
8,Agharna,•,The Moon
7,Agneeva,•,Lord Agni Dev
2,Agnello,•,Angel
2,Agnibha,•,Shining Like Fire
4,Agnidev,•,God of Fiire
2,Agnisri,•,With the Brightness of Fire
1,Agnistu,•,Devotee of Fire
1,Agnitra,•,Agni's Friend the Wind
4,Agrahar,•,A Plot of a Land Given to a Brahman or a King
13,Aharshi,•,Sun
3,Ahendra,•,King of Snake
3,Ahganul,•,Add Meaning
6,Ahidhar,•,Who Wears Serpents; Lord Shiva
1,Ahijith,•,God Krishna
2,Ahinagu,•,Excellent Ray
2,Ahindra,•,Lord of Serpents
4,Ahladit,•,Joyous Person
2,Ahnaram,•,Add Meaning
3,Ahobala,•,Very Powerful
2,Ahovira,•,Very Strong; A Sage
0,Ahriman,•,Destructive Force
1,Ailiyah,•,A Great One and it Come Signify God
6,Airawat,•,The Celestial White Elephant of Indra
1,Aiswara,•,Belongs to the Lord; Lordly
2,Aiyappa,•,God
1,Aiyenar,•,Tamil God
4,Ajagara,•,Python
12,Ajaipal,•,One whose Caretaker is the Lord
2,Ajakara,•,Protector of Cattle; The Bull of Shiva
1,Ajakava,•,Bow of the Unborn
1,Ajalika,•,Add Meaning
1,Ajamila,•,Indisciplined; A Devotee of Vishnu
4,Ajanabh,•,Hill; Mountain
1,Ajapala,•,Goatherd
1,Ajatari,•,Having No Enemy
3,Ajayesh,•,There is No Lose Always Winner
0,Ajendar,•,The Creator
8,Ajendra,•,King of Mountains
1,Ajilesh,•,Add Meaning
17,Ajinder,•,Victorious
22,Ajinkya,•,Invincible
1,Ajitaab,•,Add Meaning
13,Ajitabh,•,One who has Conquered the Sky
32,Ajitesh,•,Vishnu
13,Ajitpal,•,One who is Invincible or Unconquerable
1,Ajivash,•,Add Meaning
6,Ajkhyat,•,Famous
7,Ajneesh,•,Sunshine
3,Ajodara,•,Goat Bellied
2,Akalank,•,Without Any Flaws; One who has No Blame on Him; Pure
11,Akalbir,•,God's Immortal Warrior
8,Akaljog,•,In Union with Eternal Love
20,Akaljot,•,The Eternal Light; God's Light
7,Akalras,•,Elixir of God's Love
5,Akaltat,•,The Eternal Reality
0,Akalusa,•,Unblemished
5,Akalvir,•,One who Conquers Peace
0,Akampit,•,One who has No Fear
3,Akanksh,•,Desire
0,Akendra,•,Name of God
3,Akhanda,•,Indestructible
5,Akharee,•,From God's Word
7,Akhyath,•,Famous
22,Akilesh,•,Lord and Master of Universe
2,Akkashh,•,Sky
2,Akshana,•,Great Ritual
15,Akshant,•,The Winner; Sea
6,Akshara,•,Unalterable
3,Akshata,•,Rice
17,Akshath,•,Indestructible
13,Akshaya,•,Indestructible
3,Aksheen,•,Very Strong
2,Akshina,•,Add Meaning
6,Akshita,•,Permanent; Unfailing
7,Akshith,•,Permanent
1,Akshraj,•,The King of World
3,Aksudra,•,Big or Important; Lord Shiva
1,Aksunna,•,Unvonquered; Successful
5,Akuntha,•,Vigorous; Everfresh; Eternal
2,Akupara,•,Unbounded; Free; The Ocean
2,Alabhya,•,Durlabh
5,Aladhar,•,Add Meaning
0,Alagesa,•,Lord of Individuals
3,Alambha,•,A Wise Man; Judicious Person
5,Alamgir,•,The Lord of the Whole World
6,Alankar,•,Gold; Ornament
7,Alaukik,•,Transcending the World
1,Alavili,•,Add Meaning
0,Aldrich,•,Old; Aged and Wise Ruler; Old Wise Leader
1,Alekhya,•,Nice; Inteligent; Great Warior; Which cannot be Written; A Beautiful Painting
7,Alhasan,•,The Handsome; The Good; Name of the Prophets Grandson
2,Alobhin,•,Not Wanting or Desiring Anything; Free from Greed
1,Alokesh,•,Brightness; God of Light
8,Alokpal,•,Preserver of Light
1,Alolupa,•,Free from Desire; Firm; Steady
4,Alpesha,•,Who Seeks Less
2,AlyKhan,•,Add Meaning
22,Amaanat,•,Treasure; Security; Deposit
3,Amadana,•,Free from Sexual Desire; Lord Shiva
2,Amadarm,•,Add Meaning
1,Amahiyu,•,Not of the Earth; Celestial
6,Amalbir,•,Pure and Brave
15,Amalesh,•,The Pure One
10,Amaljot,•,Pure Flame
1,Amamath,•,Add Meaning
4,Amanath,•,Treasure
17,Amanbir,•,The One who Fights for Peace
12,Amandev,•,The God of Peace
3,Amandip,•,Light of Peace
1,Amanjit,•,Add Meaning
25,Amanjot,•,Radiating the Light of Peace
10,Amanpal,•,Peace Protector
0,Amanthu,•,Sharp Witted; Not Slow; One who Takes Decision Instantly
2,Amanusa,•,Peaceful Isle
16,Amanvir,•,One who Fights for Peace
2,Amaraja,•,Of Eternal Existence
2,Amarapa,•,Lord of the Gods; Lord Indra
14,Amarbir,•,Eternally Brave
13,Amardev,•,The Immortal God
2,Amardit,•,Add Meaning
1,Amaresa,•,King of the Gods
9,Amaresh,•,Name of Indra
6,Amargun,•,Immortal Merits
0,Amarika,•,One who is Deathless; Immortal; Divine; A God
0,Amarisa,•,Lord of the Gods
1,Amarish,•,Immortal
16,Amarjit,•,One who has Conquered the Deva's
15,Amarjot,•,The Immortal Light
11,Amarpal,•,Immortal Protector
3,Amartek,•,Eternal Support
8,Amartya,•,Immortal
0,Amaruka,•,Son of Immortal
9,Amarvas,•,Eternal Abode
1,Amavasu,•,Deity of the House
0,Ambalam,•,Add Meaning
2,Ambalan,•,Learned
1,Ambanna,•,The Vice of Cows
0,Ambansa,•,Add Meaning
2,Amberam,•,The Sky
0,Ambhasa,•,Add Meaning
0,Ambhoja,•,Born of Water
0,Ambhrna,•,Powerful
6,Ambrish,•,King of Group; Big
3,Ambroos,•,Add Meaning
2,Ambrose,•,Immortal; Ever-living; Undying
3,Ambudhi,•,Sea
1,Ambujam,•,Born in Water; Lotus; Which is Born in Water
21,Amitabh,•,One with Boundless Splendour
11,Amitava,•,Same as Amitabh
7,Amitbir,•,Unlimited Bravery
0,Amitesa,•,Lord of the Infinite; Lord Vishnu
25,Amitesh,•,Infinite God
1,Amitosa,•,Ever Happy
2,Amitosh,•,Ever Happy
5,Amitpal,•,Limitless Protector
4,Amolaka,•,Priceless
10,Amoljot,•,Priceless Light
7,Amolras,•,Priceless Elixir
8,Amonjot,•,Radiating the Light of Peace
1,Amoolya,•,Priceless
3,Amoorta,•,Formless
0,Amritam,•,Veritable Nectar
3,Amritha,•,Who is Giving Imortality; Nector
1,Amrtesa,•,Ruler of the Immortals
4,Amudhan,•,Truthful; Sweet
2,Amulaya,•,Invaluable
6,Amuthan,•,Purity; Precious One
0,Anaadhi,•,Without Beginning
13,Anaahat,•,Limitless; Infinite
1,Anadhya,•,Add Meaning
14,Anadjot,•,One who Radiates the Lord's Light
2,Anahita,•,Full of Grace
3,Anaisha,•,Special
3,Analadi,•,Music
6,Anamaya,•,The Disease-less; The Trouble-less
1,Anamiva,•,Free from Disease; Well
2,Anandam,•,Bliss
3,Anandan,•,Happy Boy; One who Brings Happiness
3,Anandin,•,Blissful; Happy; Cheerful
1,Anangam,•,Not of the Body; Beyond Passion; Immortal; Divine; Mind
7,Ananjan,•,Without Any Faults
6,Anantar,•,Unfathomable
1,Anantim,•,Tone Continued
1,Anantya,•,Endless; Eternal; Divine; A God
1,Anapana,•,Unattained; Cannot be Competed with
4,Anapaya,•,Without Obstacle; Prosperous; Lord Shiva
0,Anargha,•,Priceless
1,Anarvva,•,Add Meaning
3,Anasaya,•,Without Any Self Interest; Selfless
2,Anasuri,•,Not Unwise; Active; Alert; Intelligent
1,Anasuya,•,Not Having Jealousy
1,Anasvan,•,Without Any Horses
1,Anbuvel,•,Add Meaning
1,Andhaka,•,Blind; Lawless
1,Andrana,•,Add Meaning
2,Androsa,•,Introverted
0,Angabhu,•,Born of the Limbs; A Son
0,Anganan,•,Name of Lord Shiva
1,Angarak,•,The Planet Mars; Son of Earth
1,Angaras,•,Charcoal; The Planet Mars
2,Angeeth,•,Flavoured on Charcoal
0,Anghari,•,Add Meaning
1,Angiras,•,Sage
1,Angosin,•,Add Meaning
17,Anikait,•,Lord of the World
5,Aniketa,•,Having No Residence
24,Aniketh,•,Good Person; Lord of All
3,Anikrat,•,Add Meaning
4,Anilabh,•,Spirit of the Wind
2,Anilesh,•,Wind
8,Aniljot,•,Light of Air
2,Animash,•,Bright; Open Eyed Therefore Attractive
0,Animesa,•,Unwinking; Vigilant; Never Tired
26,Animesh,•,Open-eyed; Attractive
0,Animisa,•,Unwinking; A God
4,Animish,•,Open-eyed Therefore Attractive; Lord Shiva and Vishnu; Fairy
2,Aninata,•,Add Meaning
1,Anindit,•,Blameless
7,Anindra,•,Add Meaning
6,Anindya,•,One who cannot be Blamed
1,Aninesa,•,Add Meaning
15,Anirban,•,A Light which Never Extinguishes
63,Anirudh,•,Boundless; Lord Vishnu
12,Anirvan,•,Undying
3,Anirved,•,Add Meaning
4,Anirwin,•,Grief-less
10,Aniteja,•,Immeasurable Splendour
3,Anivesh,•,Searching
2,Anjaiah,•,Name of God Hunman
5,Anjaney,•,Lord Anjaneya
1,Anjanii,•,Mother of Lord Hanumaan
4,Anjisnu,•,Who Eats Up Darkness; Remove Darkness; One who Shines
16,Anjuman,•,A Token; A Symbol
7,Ankshit,•,Talented
3,Anmohan,•,Add Meaning
4,Anookul,•,Pleasant; Good; Endless
5,Anousha,•,Beautiful Morning
1,Ansansa,•,Add Meaning
1,Ansarin,•,Add Meaning
3,Anshika,•,Minute Particle
1,Anshuka,•,Add Meaning
6,Anshula,•,Radiant; Bright; Enlightening
30,Anshvir,•,God's Part; Lover of God
5,Ansuman,•,Portion
3,Ansumat,•,Bearer of Rays; Luminous; The Moon
2,Ansuvra,•,Add Meaning
2,Antarip,•,Sky
3,Anthony,•,Praiseworthy; Priceless; Inestimable; Flower; Flourishing; Invaluable; Beyond Price
1,Antosha,•,Inestimable
1,Anuansh,•,Generous; Charitable
0,Anubhaj,•,One who Follows Worship; Spiritual
12,Anubhav,•,Experience
3,Anubodh,•,Awareness
0,Anucana,•,Add Meaning
3,Anudaan,•,Offering Finance
0,Anudara,•,Add Meaning
9,Anudeep,•,Small Diya
0,Anugtra,•,Add Meaning
4,Anuhlad,•,Brother of Prahlad
0,Anujodh,•,An Atom's Warrior
10,Anujpal,•,Fosterer of Younger Brother
3,Anukalp,•,Piece of Flower
1,Anukasa,•,Add Meaning
1,Anukula,•,Agreeable; Favourably Disposed
1,Anumita,•,Add Meaning
3,Anunaab,•,Add Meaning
1,Anunank,•,Add Meaning
3,Anupama,•,Incomparable; Rare; Precious; Ginger
1,Anupati,•,Add Meaning
5,Anupjot,•,Matchless Light; Flame
0,Anuprya,•,Add Meaning
32,Anuraag,•,Love; Attachment
2,Anuraga,•,Add Meaning
1,Anurakt,•,Add Meaning
1,Anureet,•,Add Meaning
2,Anurodh,•,A Request
18,Anuroop,•,Worthy
1,Anurupa,•,Add Meaning
0,Anusree,•,Pretty
1,Anutosa,•,Gratification; Relief
11,Anuttam,•,Unsurpassed
0,Anuvaha,•,Following; Carrying
1,Anuvind,•,One who Receives; A Cousin of Lord Krishna
1,Anuvrat,•,Devoted; Faithful
3,Anynaga,•,Spotless; Flawless; Divine
0,Apacita,•,Add Meaning
0,Apadeva,•,Add Meaning
0,Apageya,•,Originating from the River
0,Apalala,•,Fleshless; Strawless
0,Apapati,•,Add Meaning
3,Aparesh,•,God Shiva Blessed; God Shiva's Invincible Worship
0,Aparita,•,Add Meaning
1,Aparoop,•,Uncommon
1,Aparusa,•,Free from Anger
1,Apiguna,•,One with Attributes; Excellent; Virtuous
2,Apindra,•,Add Meaning
27,Apoorva,•,Quite New; Unique
3,Apoorve,•,Add Meaning
2,Apparao,•,God Simhadri Appanna's Name
2,Appitta,•,Add Meaning
4,Apratim,•,Unequalled
1,Apsavya,•,Being in Water; Lord Varuna
4,Apuroop,•,Valuable
3,Aracana,•,Add Meaning
3,Aradhak,•,Worshipper
21,Aradhya,•,To be Worshiped
3,Aramani,•,Righteous
3,Araneri,•,Righteous
2,Arangan,•,Lord Vishnu
1,Aranyak,•,Name of a King
1,Arasmat,•,Add Meaning
6,Aravali,•,Righteous
31,Aravind,•,One with Beautiful Eyes; Lotus
0,Aravini,•,Add Meaning
7,Archuna,•,God Archuna
13,Ardaman,•,Crusher of the Evil
8,Areehah,•,Destroyer of Enemies
2,Arhanta,•,Add Meaning
6,Arichit,•,Add Meaning
35,Arihaan,•,Destroyer of Demons
20,Arihant,•,Big and Unexplanable; One who has Killed his Enemies
13,Arijeet,•,Conqueror of Enemies
19,Arindam,•,Destroyer of Enemies
6,Arinjay,•,Victory over Evil
3,Aritrik,•,Creative
3,Arivali,•,Smart; Intelligent
5,Arivoli,•,Glowing with Intelligence
3,Arjunan,•,Son of Kunthi in Mahabharatha; Famous for the Art Archary
1,Armanas,•,Add Meaning
