Likes,Name,,Meaning
92,Chinmay,•,Full of Knowledge; Blissful
5,Chinmoy,•,Blissful
6,Chinnan,•,Add Meaning
4,Chinshu,•,Calm Prefecture
21,Chintak,•,Thinker; Wisher
4,Chintam,•,Add Meaning
26,Chintan,•,Thought; Meditation
14,Chintav,•,By the Grace of God
11,Chintoo,•,Sun
13,Chintya,•,Worthy of Thought
6,Chiraga,•,Light; Happiness; Proud
40,Chirayu,•,Immortal
2,Chirrak,•,Add Meaning
2,Chirush,•,Smile
6,Chistan,•,Add Meaning
32,Chitesh,•,Lord of the Soul
2,Chithan,•,Good Thinker
1,Chitnis,•,Add Meaning
5,Chitpal,•,Lovely Heart
4,Chitrak,•,Painter or Cheetah Depending Upon Usage
15,Chitral,•,Of Variegated Colour
6,Chitran,•,Bright; Clear Minded
5,Chittan,•,Add Meaning
5,Chitwan,•,Place in the Heart
9,Chivesh,•,Gods Gift; Good Gift
9,Chokkan,•,Good Boy
6,Choksha,•,Add Meaning
8,Chrirag,•,Lamp
9,Chudaka,•,Add Meaning
3,Chulbul,•,Mischievous
1,Chulika,•,Add Meaning
0,Chunkey,•,Strong; Healthy
29,Chunmay,•,Supreme Consciousness
17,Chyavan,•,Name of a Saint; Divinely Inspired Sage
4,Cidatma,•,Pure Intelligence
3,Cidrupa,•,Knowledge Incarnate
0,Ciksura,•,Inflicter of Pain
1,Cinmaya,•,Consisting of Pure Intelligence
3,Cirayus,•,Long Lived
2,Citragu,•,Owner of Brindled Cows
0,Citraka,•,Painted; Spotted
1,Citresa,•,Lord of Citra; Wonderful Lord; Moon
0,Citrisa,•,Lord of Citra; Wonderful Lord; Moon
0,Cittaja,•,Born of the Heart
1,Cittayu,•,Son of the Heart
2,Citvana,•,Glance; A Look
2,Citvata,•,Endowed with Mind; Logical
0,Civarin,•,Wearing Rags
3,Clayton,•,Settlement by the Clay Pit; Clay Settlement; From the Clay Town; Dwelling Near the Clay-bed; Surname; Place Name; Clay-pit Site
0,Clement,•,Merciful; Mild; Gentle; Giving Mercy; Merciful in French
0,Clinton,•,Settlement Near the Headland Settlement on a Hill; From the Headland Estate; Town on a Hill; Settlement by the River Glyme; Surname; Place Name; Near a Hill; Settlement Near the Headland; Fair; White; From
2,Coleman,•,Dark Skinned; Charcoal Burner; Follower of Nicholas; Dove; Peace
2,Colston,•,Surname
3,Corbett,•,Raven; Dark as a Raven; Black Hair
3,Crispus,•,Curly Haired
5,Cristia,•,Add Meaning
2,Cunanda,•,Perception; Learning
0,Cyavana,•,Moving; Active
2,Cadrasva,•,Add Meaning
7,Caitanya,•,Consciouness; Intelligence; Spirit; Soul
3,Caityaka,•,Abode of Consciouness; A Temple; A Stupa
1,Cakaraka,•,Add Meaning
3,Cakravat,•,With a Discus; Emperor
2,Caksusya,•,Pleasing to the Eyes
0,Calapati,•,Lord of the Moving
0,Caldwell,•,From the Cold Spring; Near a Cold Well
0,Camaraja,•,Leader of Anarmy
0,Camikara,•,Gold
0,Candanin,•,Anointed with Sandalwood; Lord Shiva
0,Candansu,•,Hot Rayed; Sun
0,Candraja,•,Born of the Moon
0,Candraka,•,The Crescent Moon; The Red Mark on the Forehead
0,Candrata,•,Nectar of the Moon
2,Candresa,•,Lord of the Moon; Lord Shiva
0,Candrila,•,Possessing the Moon; Lord Shiva
1,Carmavan,•,Covered with Hides; Protected; Sheltered
0,Carubahu,•,Beautiful Arms
2,Carudeha,•,With a Beautiful Form
0,Carumoda,•,Pleasing; Joy; Gladness
0,Carupada,•,With Beautiful Fleet
1,Carusara,•,The Essence of All that is Lovely
1,Caruvesa,•,Beautiful Attired
0,Caunteya,•,Add Meaning
1,Cekitana,•,Intelligent; Lord Shiva
1,Cencanna,•,Vivacious
1,Chaandak,•,Add Meaning
1,Chabeela,•,Youthful; Beauteous
4,Chadwick,•,Place Name; The Fighter's Settlement; From the Warrior's Town; Variant of Chad; Protector; Defender; Warrior
2,Chaithra,•,Peace
5,Chaitnik,•,Aiways Peaceful Mind
16,Chaitnya,•,Consciousness; Wisdom; Soul; Mind; Spirit; Founder of the Four Principles of Vaishinav Sect; A Reincarnation of Krishna
6,Chaityak,•,Abode of Consciousness; A Place of Worship; A Mountain Near Magadha; Which is Worshipped
3,Chakrang,•,Add Meaning
4,Chakrank,•,Vishnu
25,Chakresh,•,Lord Vishnu
11,Chakshan,•,Hindu Boy
2,Chalmers,•,Lord of the Household
5,Chalukya,•,A King
5,Chalvant,•,A Determined Person
2,Chamaraj,•,A King
3,Chaminda,•,Add Meaning
10,Chamkaur,•,Battle Field Where Guru Gobind Singh Fought
19,Chanakya,•,The Wise One; Bright; Great Scholar; Son of Chanaka
31,Chanchal,•,Restless
4,Chandaka,•,Moonlight
1,Chandana,•,Sandalwood; Soothing; Dear to the Gods
2,Chandany,•,Add Meaning
1,Chandara,•,Moon; Bright; Shining; Radiant
0,Chandhru,•,Add Meaning
2,Chandini,•,Moon
3,Chandler,•,Maker of Candles; Candle-maker
2,Chandmal,•,Add Meaning
2,Chandnin,•,Anointed with Sandalwood; Another Name for Shiva
5,Chandraj,•,Mercury Planet
14,Chandrak,•,Peacock Feather
17,Chandran,•,The Moon
2,Chandrat,•,The Moon's Nectar; Fair; Handsome; Peaceful; Nectar Like; A Physician of Ancient India
0,Chandril,•,Add Meaning
0,Channing,•,Wise; Knowing; Occupational Name; Official of the Church; Young Wolf; A Canon
16,Chanyana,•,Moon
11,Charnjit,•,Respect-full; Blessed from Everyone
11,Charuhas,•,A Person with Beautiful Smile
0,Chashmum,•,My Eyes
1,Chatania,•,Concenious
2,Chatresa,•,Lord of the Umbrella; Lord Shiva
26,Chatresh,•,Lord Shiva
2,Chatriya,•,It is the Month of April; Chaitram
0,Chaudhry,•,Surname
2,Chayanka,•,Marked with the Hare; One who is Like the Moon
1,Chekriya,•,Wheel
17,Cheliyan,•,Rich; Resourceful; Prosperous
1,Chelliah,•,Add Meaning
1,Chellvan,•,Wealthy Man
1,Chemmani,•,Precious Gem
1,Chemmeni,•,Add Meaning
2,Chemmoli,•,Precious Words
1,Cherasya,•,Add Meaning
2,Chestaka,•,Add Meaning
0,Chetobuh,•,Add Meaning
8,Chetveer,•,Brave and Aware
5,Chezhian,•,Prosperous
18,Chhandak,•,The Charioteer of Lord Buddha
25,Chhayank,•,Moon
8,Chidatma,•,Supreme Spirit
0,Chidroop,•,Knowledge
5,Chinchan,•,Name of a Character
8,Chinmaya,•,With Joy; God
15,Chinmayu,•,Supreme Consciousness
1,Chinniah,•,Add Meaning
1,Chintana,•,Thought
2,Chippada,•,Add Meaning
10,Chiranth,•,Eternal
0,Chirayus,•,Of Long Life
1,Chirimar,•,Hunter Man
6,Chitatam,•,One who is Aware of the Spirit
10,Chithayu,•,Born of Intellect
7,Chitleen,•,One Absorbed in Awareness
2,Chitnaam,•,Aware of God's Name
5,Chitprem,•,Heart Full of Love
1,Chitrada,•,Name of Arjun's Wife
1,Chitraka,•,Painter
5,Chitrang,•,With Multi-coloured Body
5,Chitrank,•,A Moon
2,Chitrasu,•,Add Meaning
23,Chitresh,•,Moon; Wonderful Lord
3,Chitrish,•,King of Chitra; Wonderful Lord; Another Name for Moon
18,Chittesh,•,Lord of the Soul
3,Chittrup,•,Wise; Intelligent; Good Hearted
1,Chokappa,•,Add Meaning
0,Chokesan,•,Add Meaning
1,Cholakin,•,Add Meaning
0,Chowdary,•,Rular
3,Chrishan,•,Add Meaning
0,Chullaki,•,Add Meaning
0,Ciddhatu,•,Original Soul
0,Cidghana,•,Full of Knowledge
0,Cirajusa,•,Favoured with a Long Life
0,Cirakari,•,Making Slow Progress
0,Citapati,•,Lord of Intellect
2,Citrabha,•,Add Meaning
0,Citraksa,•,Speckled Eyes
1,Citranga,•,With a Multicoloured Body
0,Citrasva,•,A Painted Horse; With Winderful Horse
0,Clarence,•,Clear; Luminous; Famous; One who Lives Near the River Clare; Of Clare; Bright; Name of a Place
0,Clifford,•,Ford Near the Cliff; Name of a Place; Near a Slope
1,Cudamani,•,Jewel Worn on the Crest
0,Cakarpala,•,Add Meaning
4,Cakrabhrt,•,Discus Bearer; Lord Vishnu
1,Cakrabhuj,•,Holding a Disc; Lord Vishnu
5,Cakradeva,•,King of the Discus
0,Cakradrsa,•,Round Eye
3,Cakrapani,•,Discus Holder
1,Cakrasena,•,Commander of the Army; Leader
1,Cakravaka,•,Has a Round Mouth
1,Cakravala,•,Circle; Assemblage; A Leader
1,Cakravana,•,Possessor of the Cakra; Worshipper of Vishnu
2,Cakravata,•,Fierce; Forceful; Whirlwind
0,Camarvala,•,With Hair as Fine as a Yak's Tail
1,Candavega,•,Move with a Fierce Speed
0,Candavira,•,Add Meaning
0,Candidasa,•,Devotee of the Fierce
1,Candipati,•,Lord of Candi; Lord Shiva
0,Candrakin,•,Wearing the Moon; The Peacock who has a Moonlike Eyes on Its Tail
0,Candransu,•,Moon-beam; With the Lustre of the Moon
0,Candresta,•,Beloved of the Moon
2,Cangadasa,•,A Wise Devotee
0,Carucitra,•,Beautiful Picture
1,Carudatta,•,Born of Beauty
0,Carudesna,•,Beautiful Gift
0,Carugupta,•,Protected by Beauty
0,Caruhasan,•,With a Beautiful Smile
1,Carusirsa,•,With a Beautiful Head
0,Caruvinda,•,Striving for Beauty
0,Caruyasas,•,With Charming Fame
0,Casukhela,•,Add Meaning
0,Caturanga,•,Horse; With Beautiful Limbs
0,Caturasva,•,One who Owns Four Horses
0,Caturasya,•,Quardangular Abode
1,Caturbahu,•,Four Armed; Lord Vishnu and Shiva
1,Caturgati,•,Four Legged; Another Name for Tortoise
0,Caturnana,•,Add Meaning
1,Catuspani,•,Four Armed; Lord Vishnu
0,Caudrayna,•,A Prince who Inspires
16,Chaanakya,•,Name of Kautilya; The Great Scholar
1,Chadaiyan,•,Lord Shiva
1,Chaisaran,•,Add Meaning
70,Chaitanya,•,The Name of a Saint; Consciousness; Life; Knowledge; Movement
27,Chakradev,•,Lord Vishnu
2,Chakravak,•,A Bird
1,Chalapati,•,Lord Balaji
0,Chalasani,•,Add Meaning
10,Chamanlal,•,Garden
3,Chamatkar,•,Wonder
4,Chanaksha,•,Chanakya
2,Chanandip,•,The Light of God's Feet
0,Chananjit,•,Add Meaning
1,Chanchala,•,Moves; Wind; Lover
0,Chandabal,•,Fiercely Strong
6,Chandavir,•,Very Brave; A Buddhist Deity
1,Chandeesh,•,Add Meaning
3,Chandidas,•,Name of a Saint; Devotee of Chendi Devi
1,Chandimal,•,Add Meaning
1,Chandrabh,•,Moon Light
0,Chandraja,•,Son of the Moon
1,Chandraka,•,Lunar Shining
0,Chandraki,•,Peacock
1,Chandrama,•,Name of a Lunar and Fertility God; Moon
0,Chandrara,•,Moonbeam
1,Chandrark,•,Add Meaning
15,Chandresh,•,Lord of the Moon
3,Chandreyi,•,The Moon
0,Chandrila,•,A Name of Lord Shiva; Lord Rudra
0,Chanishka,•,Gold
0,Channappa,•,Add Meaning
3,Chanpreet,•,Love for the Moon
3,Charanbir,•,Feet of the Brave
3,Charandas,•,Servant at the Feet of Somebody
6,Charandev,•,Lord's Feet
0,Charandip,•,Add Meaning
17,Charanjit,•,One who has Won over the God
7,Charanjot,•,Light of Guru's Lotus Feet
10,Charanpal,•,Protection Under the Guru's Lotus Feet
3,Charanren,•,Dust of God's Feet
3,Charansev,•,Servant of God's Feet
3,Charantej,•,Add Meaning
1,Charanvir,•,One who is Fast on Feet and Brave
0,Charchika,•,The Third Eye Power of Lord Shiva
6,Charitesh,•,Character
1,Charuchit,•,Person with Beautiful Mind
9,Charudatt,•,Born of Beauty
1,Charudehi,•,Son of Sri Krishna
1,Charuhaas,•,With Beautiful Smile
8,Charukesa,•,"Responsible, Loving, Self Protective and Compassionate"
1,Charukesh,•,With Beautiful Hairs
16,Charuvrat,•,Of Good Character
2,Chasilery,•,Add Meaning
8,Chathurya,•,Clever
4,Chaturnik,•,Four Faced; A Name for Varuna
5,Chaturved,•,One who has Studied Four Vedas
0,Chaudhari,•,Add Meaning
0,Chaudhury,•,Add Meaning
0,Chayanika,•,The Chosen One
4,Cheliiyan,•,Resourceful Person
0,Chellaiah,•,Add Meaning
10,Chellapan,•,Precious
0,Chellappa,•,Add Meaning
1,Chellaram,•,Add Meaning
1,Chellaton,•,Add Meaning
1,Chembiyan,•,Lord Shiva
5,Cheramaan,•,A Chera King
1,Cheranraj,•,Life
1,Cherukuri,•,Add Meaning
0,Cherupara,•,Add Meaning
0,Chetishta,•,Add Meaning
2,Chezhiyan,•,Blessed
15,Chhaayank,•,Moon
16,Chiatanya,•,God
8,Chidaatma,•,Supreme Spirit
6,Chidakash,•,Absolute Brahma
10,Chidambar,•,One whose Heart is as Big as the Sky
0,Chidamber,•,One whose Heart is as Vast as Sky
3,Chidanand,•,Supreme Spirit
0,Chidarupa,•,Add Meaning
1,Chidathma,•,Supreme Spirit; The God
11,Chidhatma,•,Big Soul
1,Chidnanda,•,Supreme Happiness
2,Chinnaiya,•,Add Meaning
1,Chinnanan,•,Add Meaning
2,Chinnappa,•,Add Meaning
3,Chinnaraj,•,Little King
0,ChinnaVel,•,God Murugan
9,Chiradeep,•,Eternal Lamp
0,Chiranath,•,Add Meaning
0,Chiranjib,•,Man with Long-life
22,Chiranjiv,•,Immortal; Super
20,Chirantan,•,Immortal
6,Chirosman,•,Always Blessed
10,Chirtrang,•,With Multicoloured Body
3,Chitnivas,•,One who Resides in Awareness
4,Chitpreet,•,Heart Full of Love
15,Chitraksh,•,Beautiful Eyed
4,Chitraman,•,One who Delights in Consciousness
2,Chitranga,•,Add Meaning
7,Chitransh,•,Artist
2,Chitrarth,•,A Man with Ability Same as of Sun; The Sun
7,Chitrasen,•,A King of Gandharvas
1,Chitravaj,•,Owning Wonderful Riches
0,Chittesha,•,Add Meaning
0,Chittvana,•,One who Mediates
0,Chivukula,•,Add Meaning
0,Chokaiyan,•,Add Meaning
0,Chokappan,•,Add Meaning
0,Choudhari,•,Add Meaning
3,Choudhary,•,Surname
1,Christian,•,Follower of Christ; Anointed; Christian
12,Chudamani,•,Jewel Adorned by the Gods; Crest Jewel
2,Chudaroli,•,Lighting from Fire
0,Cidambara,•,With a Heart as Vast as Sky
0,Cidananda,•,Ultimate Bliss
0,Cidatmata,•,Consisting of Pure Thought
0,Cidullasa,•,Thought that Radiate; Wise
1,Cidvilasa,•,One who Sports in the Knowledge of Illusion
1,Cintamari,•,Gem of Thought; Gem that Fulfils Desires
0,Cirantaka,•,Eternal
1,Cirjivaka,•,Long Lived
0,Citadhana,•,The Conscious
0,Citrabahu,•,With a Speckled Arm
0,Citrabana,•,Owner of Variegated Arrows
0,Citrabanu,•,Add Meaning
0,Citracapa,•,Owner of Variegated Bow
0,Citraketu,•,Owner of a Beautiful Banner
0,Citrakuta,•,Wonderful Peak
1,Citrarupa,•,With a Variegated Form
0,Citrasena,•,With a Bright Spear
2,Citrasila,•,Add Meaning
0,Citravasu,•,With Many Treasures; Rich in Shining Stars
1,Cittapara,•,Beyond Reason
0,Cittavata,•,With a Heart; Kindhearted
23,Crishdeep,•,Brave
0,Cudaratna,•,Jewel of the Crest; Excellent; Best
4,Cakradhara,•,Bearing a Discus; Emperor
12,Chaarudatt,•,Born of Beauty
8,Chaaruhaas,•,With Beautiful Smile
7,Chainpreet,•,Peaceful Love
1,Chakardhar,•,Lord Vishnu
0,Chakrabhuj,•,Lord Vishnu
20,Chakradhar,•,Name of Lord Vishnu
10,Chakrapani,•,Discus Holder
1,Chakravati,•,With a Discus; Emperor
0,Chakshusha,•,Seer
3,Chamandeep,•,Gardan Lamp
4,Chamanjeet,•,Victory of Garden
2,Chamanroop,•,Beautiful Like a Garden
4,Champabati,•,The Daughter of an Ancient King Raja Sahil Verma
3,Champavati,•,The Daughter of an Ancient King Raja Sahil Verma
0,Chanandeep,•,The Light of God's Feet
0,Chananjeet,•,Winning the Service of Guru's Feet
3,Chancharik,•,Bee
1,Chandanbir,•,Sandal Victory
1,Chandanpal,•,Preserver of Sandalwood
2,Chanderjit,•,One who has Conquered the Moon
2,Chanderjot,•,Moon's Light
0,Chandidaas,•,Name of a Saint
2,Chandipati,•,Lord of the Fierce Goddess
1,Chandodeva,•,Lord of the Hymns
6,Chandrabha,•,Lusture of Moon Light
3,Chandradev,•,Moon God; A King
23,Chandrahas,•,A Person with a Beautiful Smile
3,Chandrakin,•,A Peacock
4,Chandranan,•,Moon Like Face
7,Chandraraj,•,King of the Moon
3,Chandrasen,•,Hindu Boy
0,Chandratej,•,Indratej
6,Chandratha,•,Nectar of the Moon
3,Chandrayan,•,The Moon
11,Chandrpeed,•,Shiva
4,Charandeep,•,Light of God's Feet
28,Charanjeet,•,Winning the Service of Guru's Lotus Feet; One who has Won over the Lord
2,Charanleen,•,Absorbed in God's Feet
1,Charanprem,•,Love of God's Feet
3,Charminder,•,Beautiful
5,Charudatta,•,Handsome; Beautiful
4,Charudutta,•,Born of Beauty
0,Charugupta,•,Son of Lord Krishna
6,Charusheel,•,Of Good Character
2,Chatraketu,•,A Bright Umbrella Banner
1,Chatrapati,•,The Chief; Lord of the Umbrella
1,Chattarbir,•,Intelligent and Brave
4,Chattarpal,•,Fosterer of Intelligence
5,Chaturanan,•,One with Four Faces; Brahma
8,Chaturbahu,•,Four Armed
6,Chaturbhuj,•,Broad Shouldered; Strong; Lord Vishnu
1,Chaturmukh,•,Brahma
2,Chayapathi,•,The Sun
2,Chellakani,•,Fruit; Cute
3,Chellamani,•,Cute Pearl
1,Chellappan,•,Loveable Person
1,CheraNadan,•,The Chera King; From the Chera (Currently Kerala) Country
3,Chetandeep,•,Lamp of Consciousness
2,Chhatrapal,•,Add Meaning
15,Chidananda,•,Brilliant; Lord Shiva
2,Chindhanai,•,Intelligence; Thought
2,Chinnaiyan,•,Little Siva
3,Chinnamani,•,Small / Little Pearl
0,Chinnappan,•,Add Meaning
1,Chinnasami,•,Add Meaning
3,Chintamani,•,Philosopher's Stone
3,Chirakumar,•,Long Life Prince
3,Chirandeep,•,Immortal Lamp
3,Chiranjeet,•,Immortal
23,Chiranjeev,•,Lord Vishnu; Immortal
1,Chirjeewan,•,Longevity
0,Chitchetan,•,Forever Aware of the Self
2,Chitnirmal,•,Pure Heart
4,Chitrabahu,•,With Beautiful Hands
1,Chitrachap,•,Rainbow
9,Chitragupt,•,God of Destiny
1,Chitrakant,•,Add Meaning
8,Chitraketu,•,With Beautiful Banner
1,Chitranand,•,The Sun
5,Chitranjan,•,Inner Joy; Happiness from the Heart; One who has Joyful Heart
17,Chitrarath,•,The Sun
0,Chitravasu,•,One with Many Treasures
0,Chitrayudh,•,Name of a King
1,Chitsaroop,•,The Supreme Spirit
1,Chittatosh,•,Add Meaning
4,CholaNadan,•,The Chola King; From Chola Country
4,Chudarmani,•,Brilliant
3,Candrabhana,•,Lustrous as the Moon
3,Candramohan,•,Attractive as the Moon
1,Candranatha,•,King of the Moon
0,Candrasurya,•,Sun and Moon Conjoined
0,Caturvaktra,•,Four Faced; Another Name for Brahma
0,Chaithanyan,•,Good
1,Chakarpreet,•,Loving Servant
1,Chakrabhrit,•,Discus Bearer
4,Chakrapaani,•,Name of Lord Vishnu
4,Chakravarti,•,King; A Sovereign
1,Chakravarty,•,King
1,Chamanpreet,•,Love for Garden
1,Chananpreet,•,Love for the Light of God
4,Chanchareek,•,Bee
0,Chandandeep,•,Sandal Lamp
1,Chandanwant,•,Full of Sandal's Fragrance
4,Chandeedaas,•,Name of a Saint
2,Chanderbhan,•,Moon on the Forehead
0,Chanderjeet,•,Conquer of the Moon
1,Chandraanan,•,Moon-like Face
2,Chandraayan,•,The Moon
0,Chandrabanu,•,Son of Lord Krishna
4,Chandrabhan,•,Lustrous as the Moon
11,Chandrachur,•,Lord Shiva
1,Chandradasa,•,Add Meaning
0,Chandradatt,•,Son of Moon
0,Chandradeep,•,Moonlight
2,Chandradhar,•,One who Wears Moon; Lord Shiva
7,Chandragupt,•,Name of Ancient King
9,Chandrahaas,•,Smiling Like a Moon
18,Chandrakant,•,Beloved of the Moon; Moonstone
5,Chandraketu,•,Moon Banner
8,Chandranath,•,King of the Moon; The Moon; Lord Chandra (Moon)
1,Chandraneel,•,A Precious Blue Gem
5,Chandranshu,•,Moon Ray; Lord Vishnu
0,Chandrasiri,•,Add Meaning
2,Chandrayaan,•,Journey to Moon
6,Chandrodaya,•,Moonrise
2,Chandrollas,•,Happy
1,Charandayal,•,Blessed by God' Grace
1,Charankawal,•,Lotus Like Feet - as those of the Guru
9,Charanpreet,•,Love of God's Feet
0,Charansingh,•,Name of a Guru
2,Charivindha,•,Striving for Beauty
0,Charuchitra,•,Beautiful Picture
5,Charuvindha,•,Striving for Beauty
2,Chattarmeet,•,Intelligent Friend
2,Chattarwant,•,Full of Wisdom
2,Chaturaanan,•,With Four Faces
0,Chaturmukha,•,One with Four Faces; Bramha
2,Chellakilli,•,Loveable Parrot
3,Chellamuthu,•,Cute Pearl
4,Chetananand,•,Supreme Joy
7,Chhatrabhuj,•,Lord Vishnu
1,Chidaakaash,•,Absolute Brahma
5,Chidambaram,•,Holy Place of Lord Siva
1,Chinmaynand,•,Blissful; Supreme Consciousness
0,Chinnadurai,•,Prince
1,Chinnakannu,•,Add Meaning
0,Chinnamuthu,•,Small Pearl
1,Chiranjeeva,•,Long Lived; Immortal
0,Chiranjeeve,•,Lord Vishnu; Immortal
7,Chiranjeevi,•,Long Life
1,Chitdarshan,•,Vision of Consciousness
2,Chitrabaahu,•,With Beautiful Hands
7,Chitrabhanu,•,The Sun; Fire
0,Chitragupta,•,Lord of Time
0,Chitramukha,•,Having a Beautiful Face
2,Chittamohan,•,One who Attracts the Mind
2,Chittranjan,•,Inner Joy; Hap
1,Chitvichaar,•,One who Reflects on Consciousness
0,Cholaiyandi,•,Lord Murugan
0,Chaeralathan,•,King of Chera
4,Chakravartee,•,A Sovereign King
5,Chakravarthi,•,King
3,Chakravarthy,•,King; Emperor; King of Kings
1,Chanchaljeet,•,Victory of the Lively
1,Chandarmouli,•,Lord Shiva
8,Chandavarman,•,An Old King
2,Chandermohan,•,Attractive Like the Moon
1,Chanderpreet,•,Moon's Love
2,Chandraabhaa,•,Lusture of Moon Light
1,Chandrabhana,•,The Moon; Lustrous as Moon
1,Chandrachood,•,Lord Shiva
13,Chandraditya,•,Name of a King
1,Chandrahaasa,•,Bow of Shiva
1,Chandrakanth,•,Loved by the Moon
10,Chandrakiran,•,Moon Beam
7,Chandrakumar,•,The Moon
15,Chandramauli,•,Lord Shiva
11,Chandramohan,•,Attractive as the Moon
10,Chandramouli,•,Lord Shiva
0,Chandraratna,•,Add Meaning
0,Chandrashree,•,Brightness
12,Chandravadan,•,Moon-like Face
2,Charankanwal,•,Lotus-like Feet
11,Charuchandra,•,Beautilful Moon; Son of Rukmini and Sri Krishna
1,Charuvardhan,•,The One who Enhances Beauty
1,Chattarbhoop,•,Intelligent King
0,Chaturabhuja,•,Strong; Broad Shouldered
1,Chetanaanand,•,Supreme Joy
0,Chetanananda,•,Bliss
3,Chhailbehari,•,Lord Krishna
0,Chinnathambi,•,Younger
2,Chintanpreet,•,One who Loves to Meditate
1,Chiranjeevan,•,Long Life; Everlasting Life
0,Chiranjeevee,•,Immortal Person; Without Death; Eternal Being
1,Chitniranjan,•,Immaculate Heart
